Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Nmax,Nhalf,HPCG [TFlop/s],Power (kW),Power Source,Energy Efficiency [GFlops/Watts],Memory,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Continent,Site ID,System ID
422,386,54,192,,"Inspur NF5468M5, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, 25G Ethernet",Internet Service P,Inspur,China,2019,Industry,"46,480","44,800","1,854.00","4,080.05","1,387,000",,,,,,,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,"2,300",Linux,Linux,NVIDIA Tesla V100,12,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,"50,759",179793
423,387,55,239,,"Inspur TS10000, Xeon Gold 6248 20C 2.5GHz/Platinum 8268 24C 2.9GHz, NVIDIA Tesla V100, 100G Ethernet",Nanjing University,Inspur,China,2020,Academic,"37,440","35,200","1,853.00","3,432.00","1,230,000",,,,,,,Cluster,Xeon Gold 6248 20C 2.5GHz,Intel Cascade lake,"2,500",Linux,Linux,NVIDIA Tesla V100,20,Xeon Gold 62xx (Cascade Lake),Inspur TS10000,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,"50,251",179828
424,388,54,193,Santos Dumont (SDumont),"Bull Sequana X1000, Xeon Gold 6252 24C 2.1GHz, Mellanox InfiniBand EDR, NVIDIA Tesla V100 SXM2",Laboratório Nacional de Computação Científica,Atos,Brazil,2019,Academic,"33,856","29,440","1,849.00","2,727.03","1,257,024",,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,"2,100",bullx SCS,Linux,NVIDIA Tesla V100 SXM2,24,Xeon Gold 62xx (Cascade Lake),BullSequana X1000,BullSequana,Infiniband,Mellanox InfiniBand EDR,South America,"50,576",179704
425,389,56,277,Phoenix,"Relion XE2142/XE1114GT, Intel Xeon Gold 6226 12C 2.7GHz, NVIDIA Tesla V100, Mellanox InfiniBand HDR100",Georgia Institute of Technology,Penguin Computing,United States,2020,Research,"31,104",,"1,840.89","2,687.39","3,165,312",,,,,,,Cluster,Intel Xeon Gold 6226 12C 2.7GHz,Intel Cascade lake,"2,700",Redhat Enterprise Linux 6,Linux,None,12,Xeon Gold 62xx (Cascade Lake),Relion XE1114GT,Penguin Computing Cluster,Infiniband,InfiniBand HDR100,North America,"47,935",179906
426,390,53,141,bsystem,"Sugon TC6000, Xeon Gold 6130 16C 2.1GHz, 25G Ethernet",Internet Company,Sugon,China,2019,Industry,"55,040",,"1,838.00","3,698.69","4,613,000",,,600.00,Submitted,3.06,,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,"2,100",CentOS,Linux,None,16,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,25G Ethernet,Asia,"50,743",179670
427,391,54,196,,"ThinkSystem SR570, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet",DJIT Company,Lenovo,China,2019,Industry,"83,200",,"1,835.52","6,123.52","7,065,600",,,,,,,Cluster,Xeon Gold 5218 16C 2.3GHz,Intel Skylake,"2,300",Linux,Linux,None,16,Xeon Gold,ThinkSystem SR570,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,"50,787",179744
428,392,54,197,,"Sugon TC6000, Xeon Gold 6148 20C 2.4GHz, 25G Ethernet",DJIT Company,Sugon,China,2019,Industry,"48,000",,"1,833.00","3,686.40","3,146,000",,,470.00,Submitted,3.90,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,"2,400",CentOS,Linux,None,20,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,25G Ethernet,Asia,"50,787",179733
429,393,52,204,Astra,"Apollo 70, Marvell ThunderX2 ARM CN9975-2000  28C 2GHz, 4xEDR Infiniband",Sandia National Laboratories,HPE,United States,2018,Research,"143,640",,"1,833.00","2,298.24","5,220,096",,90.90,"1,192.54",Submitted,1.54,,Cluster,Marvell ThunderX2 CN9975-2000  28C 2GHz,ThunderX2,"2,000",Tri-Lab Operating System ,Linux,None,28,Marvell ThunderX2,Apollo 70,HPE Apollo,Infiniband,4xEDR Infiniband,North America,"48,748",179565
430,394,54,199,,"Sugon TC6000, Xeon Gold 5117 14C 2GHz, 25G Ethernet",Internet Service (B),Sugon,China,2019,Industry,"116,200",,"1,832.00","7,436.80","5,758,000",,,"1,300.00",Submitted,1.41,,Cluster,Xeon Gold 5117 14C 2GHz,Intel Skylake,"2,000",CentOS,Linux,None,14,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,25G Ethernet,Asia,"50,330",179738
431,395,52,106,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,"43,200",,"1,831.49","3,456.00","4,553,664",,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,"2,500",Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,"50,329",179474
432,396,50,85,scafellpike,"Bull Sequana X1000, Intel Xeon Phi 7210 64C 1.3GHz/Xeon Gold 6142, Mellanox EDR",Science and Technology Facilities Council,Atos,United Kingdom,2017,Research,"80,640",,"1,829.86","4,329.73","4,162,560",,,529.00,Submitted,3.46,,Cluster,Intel Xeon Phi 7210 64C 1.3GHz,Intel Xeon Phi,"1,300",bullx SCS,Linux,None,64,Intel Xeon Phi,BullSequana X1000,BullSequana,Infiniband,Infiniband EDR,Europe,"50,732",179163
433,397,53,145,,"ThinkSystem SR650, Xeon Gold 6138 20C 2GHz, 10G Ethernet, NVIDIA Tesla P100",Financial Company P,Lenovo,China,2019,Industry,"66,080","35,840","1,828.02","4,981.76","3,810,048",,,,,,,Cluster,Xeon Gold 6138 20C 2GHz,Intel Skylake,"2,000",Linux,Linux,NVIDIA Tesla P100,20,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,"50,795",179694
434,398,58,398,A2A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2021,Industry,"53,760",,"1,826.56","3,612.67","4,957,440",,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,"2,100",Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,"50,905",180000
435,399,52,108,JGV100System,"Sugon TC6000, Xeon E5-2680v4 14C 2.4GHz, NVIDIA Tesla V100, 10G Ethernet",Internet Company,Sugon,China,2018,Industry,"41,760","38,400","1,825.00","3,353.18","908,000",,,240.00,Submitted,7.60,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,"2,400",CentOS,Linux,NVIDIA Tesla V100,14,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,598",179555
436,400,54,204,,"Sugon TC6000, Xeon Gold 6132 14C 2.6GHz, 10G Ethernet",IT Service Provider,Sugon,China,2019,Industry,"44,100",,"1,824.00","3,669.12","3,604,000",,,600.00,Submitted,3.04,,Cluster,Xeon Gold 6132 14C 2.6GHz,Intel Skylake,"2,600",CentOS,Linux,None,14,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,709",179735
437,401,54,205,,"INSPUR SA5212M5, Xeon Gold 5117 14C 2GHz, NVIDIA Tesla V100, 10G Ethernet",Internet Service (B),Inspur,China,2018,Industry,"48,880","41,600","1,820.00","4,140.03","1,337,000",,,,,,,Cluster,Xeon Gold 5117 14C 2GHz,Intel Skylake,"2,000",CentOS,Linux,NVIDIA Tesla V100,14,Xeon Gold,INSPUR SA5212M5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,330",179788
438,402,54,206,,"INSPUR SA5212M5, Xeon Gold 5117 14C 2GHz, NVIDIA Tesla V100, 10G Ethernet",Internet Service (B),Inspur,China,2018,Industry,"48,880","41,600","1,820.00","4,140.03","1,337,000",,,,,,,Cluster,Xeon Gold 5117 14C 2GHz,Intel Skylake,"2,000",CentOS,Linux,NVIDIA Tesla V100,14,Xeon Gold,INSPUR SA5212M5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,330",179789
439,403,58,403,Snellius Phase 1 GPU,"ThinkSystem SD650-N V2, Xeon Platinum 8360Y 36C 2.4GHz, NVIDIA A100 SXM4 40 GB, Infiniband HDR",SURF,Lenovo,Netherlands,2021,Research,"6,480","3,888","1,818.00","3,007.07","844,992",,34.13,62.59,Submitted,29.05,,Cluster,Xeon Platinum 8360Y 36C 2.4GHz,Intel Ice Lake,"2,400",CentOS Linux 8.4,Linux,NVIDIA A100 SXM4 40 GB,36,Xeon® Platinum 83xx (Ice Lake),ThinkSystem SD650-N V2,Lenovo ThinkSystem,Infiniband,Infiniband HDR,Europe,"50,900",180033
440,404,54,207,,"Sugon TC6000, Xeon Gold 6130 16C 2.1GHz, 25G Ethernet",Government Agency (S),Sugon,China,2019,Government,"54,240",,"1,815.00","3,644.93","4,626,000",,,600.00,Submitted,3.03,,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,"2,100",CentOS,Linux,None,16,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,25G Ethernet,Asia,"50,824",179787
441,405,54,208,szaisystem,"Sugon TC6000, Xeon Gold 6248 20C 2.5GHz, NVIDIA Tesla V100, Infiniband EDR",Suzhou SC center,Sugon,China,2019,Industry,"30,600","27,200","1,814.00","2,674.10","824,000",,,180.00,Submitted,10.08,,Cluster,Xeon Gold 6248 20C 2.5GHz,Intel Cascade lake,"2,500",CentOS,Linux,NVIDIA Tesla V100,20,Xeon Gold 62xx (Cascade Lake),Sugon TC6000,Sugon Cluster,Infiniband,Infiniband EDR,Asia,"50,812",179713
442,406,53,147,Bank P A2,"ThinkSystem SR650, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 10G Ethernet",Financial Company P,Lenovo,China,2019,Industry,"36,000","24,000","1,809.34","3,021.60","2,400,000",,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,"2,400",Linux,Linux,NVIDIA Tesla V100,20,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,"50,795",179648
443,407,53,148,Bank P A2,"ThinkSystem SR650, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 10G Ethernet",Financial Company P,Lenovo,China,2019,Industry,"36,000","24,000","1,809.34","3,021.60","2,400,000",,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,"2,400",Linux,Linux,NVIDIA Tesla V100,20,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,"50,795",179659
444,408,52,109,JCSystem,"Sugon TC6000, Xeon E5-2620v4 8C 2.1GHz, 10G Ethernet",Internet Company,Sugon,China,2018,Industry,"110,080",,"1,807.00","3,698.69","6,432,000",,,"1,100.00",Submitted,1.64,,Cluster,Xeon E5-2620v4 8C 2.1GHz,Intel Broadwell,"2,100",Linux,Linux,None,8,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,598",179543
445,409,52,110,S1,"ThinkSystem Flex SN550, Xeon Gold 6150 18C 2.7GHz, Infiniband FDR",Government,Lenovo,China,2018,Government,"33,840",,"1,804.00","2,923.78","4,248,384",,,,,,,Cluster,Xeon Gold 6150 18C 2.7GHz,Intel Skylake,"2,700",Linux,Linux,None,18,Xeon Gold,ThinkSystem Flex SN550,Lenovo ThinkSystem,Infiniband,Infiniband FDR,Asia,"50,774",179581
446,410,44,33,Beskow,"Cray XC40, Xeon E5-2695v4/E5-2698v3 16C 2.3GHz, Aries interconnect ",KTH - Royal Institute of Technology,HPE,Sweden,2017,Academic,"67,456",,"1,802.51","2,438.14","3,932,160",,,842.00,Submitted,2.14,,MPP,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,"2,300",Cray Linux Environment ,Linux,None,16,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Europe,"48,188",178448
447,411,52,112,ESSystem,"Sugon TC6000, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",State Grid Corp,Sugon,China,2018,Industry,"105,000",,"1,790.00","3,696.00","7,657,000",,,"1,100.00",Submitted,1.63,,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,"2,200",CentOS,Linux,None,10,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,610",179546
448,412,50,71,Molecular Simulator,"NEC LX Cluster, Xeon Gold 6148/6154, Intel Omni-Path",Institute for Molecular Science,NEC,Japan,2017,Research,"38,552",,"1,785.62","3,072.77","2,649,984",,,544.48,Submitted,3.28,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,"2,400",CentOS,Linux,None,20,Xeon Gold,NEC LX Cluster,NEC Cluster,Omnipath,Intel Omni-Path,Asia,"48,473",179173
449,413,52,114,R1,"ThinkSystem Flex SN550, Xeon Gold 6150 18C 2.7GHz, Infiniband FDR",Government,Lenovo,China,2018,Government,"33,120",,"1,768.59","2,861.57","4,202,880",,,,,,,Cluster,Xeon Gold 6150 18C 2.7GHz,Intel Skylake,"2,700",Linux,Linux,None,18,Xeon Gold,ThinkSystem Flex SN550,Lenovo ThinkSystem,Infiniband,Infiniband FDR,Asia,"50,774",179580
450,414,54,217,,"ThinkSystem SR570, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet",DJIT Company,Lenovo,China,2019,Industry,"80,000",,"1,765.81","5,888.00","6,928,128",,,,,,,Cluster,Xeon Gold 5218 16C 2.3GHz,Intel Skylake,"2,300",Linux,Linux,None,16,Xeon Gold,ThinkSystem SR570,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,"50,787",179757
451,415,53,155,,"Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 10G Ethernet",Internet Company,Sugon,China,2019,Industry,"99,360",,"1,765.00","7,312.90","5,843,000",,,"1,320.00",Submitted,1.34,,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,"2,300",Linux,Linux,None,12,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,743",179676
452,416,54,219,POD3,"Huawei Cluster, Xeon Gold 6148 20C 2.4GHz, Infiniband",Group 42,Huawei,United Arab Emirates,2019,Industry,"34,800",,"1,756.75","2,672.64","5,145,600",,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,"2,400",CentOS,Linux,None,20,Xeon Gold,Huawei Cluster,Huawei Cluster,Infiniband,Infiniband,Asia,"50,813",179715
453,417,49,66,QURIOSITY,"Apollo XL230k, Xeon Gold 6148 20C 2.4GHz, Intel Omni-Path",BASF,HPE,Germany,2017,Industry,"35,280",,"1,750.18","2,709.50","4,264,320",,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,"2,400",Linux,Linux,None,20,Xeon Gold,Apollo 6000 XL230k,HPE Apollo,Omnipath,Intel Omni-Path,Europe,"47,379",179110
454,418,54,221,CARA,"NEC LX Cluster, AMD Epyc 7601 32C 2.2GHz, Infiniband HDR",German Aerospace Center,NEC,Germany,2019,Research,"145,920",,"1,746.00","2,568.19","5,483,088",,,,,,,Cluster,AMD Epyc 7601 32C 2.2GHz,AMD Zen (Naples),"2,200",Linux,Linux,None,32,AMD Naples,NEC LX Cluster,NEC Cluster,Infiniband,Infiniband HDR,Europe,"50,821",179779
455,419,54,222,,"ThinkSystem SR590, Xeon E7-4850V3 14C 2.2GHz, 10G Ethernet",DJIT Company,Lenovo,China,2019,Industry,"2,312,800",,"1,741.02","81,410.56","7,526,016",,,,,,,Cluster,Xeon E7-4850V3 14C 2.2GHz,Intel Haswell,"2,200",Linux,Linux,None,14,Intel Xeon E7 (Haswell-Ex),ThinkSystem SR590,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,"50,787",179753
456,420,52,116,CSystem,"Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 10G Ethernet",Telecom Operator (C),Sugon,China,2018,Others,"97,920",,"1,736.00","7,206.91","6,750,000",,,"1,000.00",Submitted,1.74,,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,"2,300",Linux,Linux,None,12,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,783",179538
457,421,52,117,Q1,"ThinkSystem Flex SN550, Xeon Gold 6150 18C 2.7GHz, Infiniband FDR",Government,Lenovo,China,2018,Government,"32,400",,"1,735.66","2,799.36","4,156,992",,,,,,,Cluster,Xeon Gold 6150 18C 2.7GHz,Intel Skylake,"2,700",Linux,Linux,None,18,Xeon Gold,ThinkSystem Flex SN550,Lenovo ThinkSystem,Infiniband,Infiniband FDR,Asia,"50,774",179578
458,422,51,95,,"Inspur SA5212H5, Xeon Platinum 8163 24C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,"38,400",,"1,729.00","3,072.00","8,122,000",,,,,,,Cluster,Xeon Platinum 8163 24C 2.5GHz,Intel Skylake,"2,500",CentOS,Linux,None,24,Xeon Platinum,Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,596",179371
459,423,51,96,,"Inspur SA5212H5, Xeon Platinum 8163 24C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,"38,400",,"1,729.00","3,072.00","8,122,000",,,,,,,Cluster,Xeon Platinum 8163 24C 2.5GHz,Intel Skylake,"2,500",CentOS,Linux,None,24,Xeon Platinum,Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,596",179372
460,424,51,97,,"Inspur SA5212H5, Xeon Platinum 8163 24C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,"38,400",,"1,729.00","3,072.00","8,122,000",,,,,,,Cluster,Xeon Platinum 8163 24C 2.5GHz,Intel Skylake,"2,500",CentOS,Linux,None,24,Xeon Platinum,Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,596",179373
461,425,51,188,Internet Company T DD1,"Lenovo RD350, Xeon E5-2620v4 8C 2.1GHz, 10G Ethernet",Service Provider T,Lenovo,China,2018,Industry,"118,400",,"1,728.88","3,978.24","9,732,480",,,,,,,Cluster,Xeon E5-2620v4 8C 2.1GHz,Intel Broadwell,"2,100",Linux,Linux,None,8,Intel Xeon E5 (Broadwell),Lenovo RD350,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,329",179354
462,426,57,360,Tryton Plus,"CH121L V5 Liquid-Cooled, Xeon Platinum 8268 24C 2.9GHz, Infiniband EDR","Gdansk University of Technology, CI Task",Huawei,Poland,2021,Academic,"30,432",,"1,728.34","2,824.09","3,544,320",,,307.00,Submitted,5.63,,Cluster,Xeon Platinum 8268 24C 2.9GHz,Intel Cascade lake,"2,900",CentOS,Linux,None,24,Xeon Platinum 82xx (Cascade Lake),CH121L V5 Liquid-Cooled,Huawei Cluster,Infiniband,Infiniband EDR,Europe,"49,152",179956
463,427,54,229,,"Huawei X6000, Xeon Gold 6242 16C 2.8GHz, Infiniband EDR",Manufacturing Company B,Huawei,Germany,2019,Industry,"38,400",,"1,724.45","3,440.64","4,224,000",,,654.60,Submitted,2.63,,Cluster,Xeon Gold 6242 16C 2.8GHz,Intel Cascade lake,"2,800",Linux,Linux,None,16,Xeon Gold 62xx (Cascade Lake),Huawei X6000,Huawei Cluster,Infiniband,Infiniband EDR,Europe,"50,690",179727
464,428,55,278,,"PRIMERGY CX2550 M4, Xeon Gold 6248 20C 2.5GHz, Intel Omni-Path","Meteorological Research Institute, Japan Meteorological Agency",Fujitsu,Japan,2020,Research,"35,200",,"1,715.81","2,816.00","4,205,758",,,,,,,Cluster,Xeon Gold 6248 20C 2.5GHz,Intel Cascade lake,"2,500",Linux,Linux,None,20,Xeon Gold 62xx (Cascade Lake),PRIMERGY CX2550 M4,Fujitsu PRIMERGY,Omnipath,Intel Omni-Path,Asia,"48,358",179846
465,429,49,68,,"Inspur TS10000, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet, NVIDIA Tesla P100",Internet Service A,Inspur,China,2017,Industry,"39,680","34,720","1,714.00","3,149.60","1,460,000",,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,"2,500",CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur TS10000,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,596",179118
466,430,53,166,Puhti,"Bull Sequana X1000, Xeon Gold 6230 20C 2.1GHz, Mellanox HDR100",CSC (Center for Scientific Computing),Atos,Finland,2019,Academic,"40,000",,"1,706.73","2,688.00","4,462,464",,,585.00,Submitted,2.92,,Cluster,Xeon Gold 6230 20C 2.1GHz,Intel Cascade lake,"2,100",bullx SCS,Linux,None,20,Xeon Gold 62xx (Cascade Lake),BullSequana X1000,BullSequana,Infiniband,InfiniBand HDR100,Europe,"47,508",179601
467,431,52,124,P1,"ThinkSystem Flex SN550, Xeon Gold 6150 18C 2.7GHz, Infiniband FDR",Government,Lenovo,China,2018,Government,"31,680",,"1,703.51","2,737.15","4,110,528",,,,,,,Cluster,Xeon Gold 6150 18C 2.7GHz,Intel Skylake,"2,700",Linux,Linux,None,18,Xeon Gold,ThinkSystem Flex SN550,Lenovo ThinkSystem,Infiniband,Infiniband FDR,Asia,"50,774",179579
468,432,45,33,SwiftLucy,"Cluster Platform 3000 BL460c Gen9, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",Government,HPE,United States,2015,Government,"57,600",,"1,703.28","2,304.00","3,450,432",,,"2,880.00",Submitted,0.59,,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,"2,500",Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform 3000 BL460c Gen9,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,North America,"50,046",178533
469,433,52,126,AFI-NITY,"PRIMERGY CX2550 M4, Xeon Gold 6148 20C 2.4GHz, Infiniband EDR","Tohoku University, Institute of Fluid Science",Fujitsu,Japan,2018,Academic,"35,200",,"1,691.00","2,703.36","2,670,000",,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,"2,400",Linux,Linux,None,20,Xeon Gold,PRIMERGY CX2550 M4,Fujitsu PRIMERGY,Infiniband,Infiniband EDR,Asia,"48,977",179561
470,434,52,127,TaiYi,"ThinkSystem SD530, Xeon Gold 6148 20C 2.4GHz, Intel Omni-Path",Southern University of Science and Technology,Lenovo,China,2018,Academic,"32,400",,"1,686.54","2,488.32","3,668,352",,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,"2,400",Linux,Linux,None,20,Xeon Gold,ThinkSystem SD530,Lenovo ThinkSystem,Omnipath,Intel Omni-Path,Asia,"50,793",179572
471,436,52,128,,"ThinkSystem SD530, Xeon Gold 6148 20C 2.4GHz, Infiniband EDR",Government,Lenovo,China,2018,Government,"35,200",,"1,684.19","2,703.36","4,110,528",,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,"2,400",CentOS,Linux,None,20,Xeon Gold,ThinkSystem SD530,Lenovo ThinkSystem,Infiniband,Infiniband EDR,Asia,"50,774",179498
472,437,54,345,,"ThinkSystem SD650, Xeon Gold 6240 18C 2.6GHz, Infiniband EDR",Beijing Meteorological Association,Lenovo,China,2019,Research,"28,800",,"1,683.37","2,695.68","6,144,000",,,,,,,Cluster,Xeon Gold 6240 18C 2.6GHz,Intel Cascade lake,"2,600",Linux,Linux,None,18,Xeon Gold 62xx (Cascade Lake),ThinkSystem SD650,Lenovo ThinkSystem,Infiniband,Infiniband EDR,Asia,"50,816",179758
473,438,52,129,ISystem,"Sugon TC6000, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet",IIT Company,Sugon,China,2018,Industry,"97,920",,"1,683.00","3,446.78","6,750,000",,,"1,050.00",Submitted,1.60,,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,"2,200",CentOS,Linux,None,12,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,786",179541
474,439,54,240,Internet Service D,"Huawei 1288H V5, Xeon Platinum 8160  24C 2.1GHz, Infiniband EDR",Internet Service J,Huawei,China,2019,Others,"48,960",,"1,671.37","3,290.11","3,840,000",,,524.28,Submitted,3.19,,Cluster,Xeon Platinum 8160  24C 2.1GHz,Intel Skylake,"2,100",Linux,Linux,None,24,Xeon Platinum,Huawei 1288H V5,Huawei Cluster,Infiniband,Infiniband EDR,Asia,"50,776",179726
475,440,45,49,Prometheus,"HP Apollo 8000, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, NVIDIA Tesla K40",Cyfronet,HPE,Poland,2015,Academic,"55,728","2,160","1,670.09","2,348.64","5,439,592",,39.94,807.60,Submitted,2.07,,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,"2,500",Linux,Linux,NVIDIA Tesla K40,12,Intel Xeon E5 (Haswell),Apollo 8000,HPE Apollo,Infiniband,Infiniband FDR,Europe,"47,634",178534
476,441,52,132,O1,"ThinkSystem Flex SN550, Xeon Gold 6150 18C 2.7GHz, Infiniband FDR",Government,Lenovo,China,2018,Government,"30,960",,"1,668.16","2,674.94","4,063,488",,,,,,,Cluster,Xeon Gold 6150 18C 2.7GHz,Intel Skylake,"2,700",Linux,Linux,None,18,Xeon Gold,ThinkSystem Flex SN550,Lenovo ThinkSystem,Infiniband,Infiniband FDR,Asia,"50,774",179582
477,442,52,133,,"ThinkSystem SR650, Xeon Gold 6148 20C 2.4GHz, 10G Ethernet",Internet Company,Lenovo,China,2018,Industry,"41,760",,"1,667.72","3,207.17","4,477,056",,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,"2,400",Linux,Linux,None,20,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,"50,598",179486
478,443,54,244,,"Sugon TC6000, AMD Epyc 7501 32C 2GHz, AMD Vega 20, Infiniband HDR",Pukou Advanced Computing Center,Sugon,China,2019,Industry,"100,800","89,600","1,661.00","2,472.96","582,000",,,260.00,Submitted,6.39,,Cluster,AMD Epyc 7501 32C 2GHz,AMD Zen (Naples),"2,000",CentOS,Linux,AMD Vega 20,32,AMD Naples,Sugon TC6000,Sugon Cluster,Infiniband,Infiniband HDR,Asia,"50,818",179801
479,444,35,112,Endeavor,"Intel Cluster, Intel Xeon 6245/8280/6230/8268/8260L/8276/9242, Intel Omni-Path",Intel,Intel,United States,2011,Industry,"31,524",,"1,653.92","2,467.70","3,745,920","3,179,904",23.62,558.60,Submitted,2.96,,Cluster,Xeon Gold 6230 20C 2.1GHz,Intel Cascade lake,"2,100",Linux,Linux,None,20,Xeon Gold 62xx (Cascade Lake),Intel Cluster,Intel Cluster,Omnipath,Intel Omni-Path,North America,"49,821",176908
